Glioma	Barrett Esophagus	Atherosclerosis	Neoplasms	Periodontitis	Prostatic Neoplasms	Fragile X Syndrome	Alzheimer Disease	Myositis, Inclusion Body	Melanoma	Breast Neoplasms	Huntington Disease	Testicular Neoplasms	Endometrial Neoplasms	Esophageal Squamous Cell Carcinoma	Aortic Aneurysm, Abdominal	Aortic Rupture	Neoplasms, Basal Cell	Myocardial Ischemia	Diabetes Mellitus	Endometriosis	Intracranial Aneurysm	Frailty	Glaucoma	Leukemia	Myocardial Infarction	Nasopharyngeal Carcinoma	Neurofibromatoses	Peripheral Arterial Disease	Neurofibroma, Plexiform	Stroke	Diabetes Mellitus, Type 2	Colorectal Neoplasms	Bone Diseases	Muscular Dystrophy, Facioscapulohumeral	Leukemia, Lymphocytic, Chronic, B-Cell	Leukemia, Lymphoid	Lymphoma	Ovarian Neoplasms	Carcinoma, Embryonal	Kidney Neoplasms	Adrenocortical Carcinoma	Beckwith-Wiedemann Syndrome	Hydatidiform Mole	Uterine Cervical Neoplasms	Choriocarcinoma	Colonic Neoplasms	Congenital Hyperinsulinism	Glioblastoma	Hyperhomocysteinemia	Infertility	Liver Neoplasms	Neuroectodermal Tumors, Primitive	Meningioma	Neural Tube Defects	Neuroblastoma	Obesity	Pheochromocytoma	Pituitary Neoplasms	Prader-Willi Syndrome	Pre-Eclampsia	Silver-Russell Syndrome	Adenocarcinoma	Pancreatic Neoplasms	Arthritis, Rheumatoid	Multiple Sclerosis	Diabetes Mellitus, Type 1	Muscular Dystrophy, Duchenne	Narcolepsy	Parkinson Disease	Neoplasms, Bone Tissue	Gallbladder Neoplasms	Leukemia, Myeloid, Acute	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	Myelodysplastic Syndromes	Myopia	Amyotrophic Lateral Sclerosis	Frontotemporal Lobar Degeneration	Psoriasis	Burkitt Lymphoma	Cleft Lip	Hodgkin Disease	Plasmacytoma	Rhabdomyosarcoma	Dyskeratosis Congenita	Mucocutaneous Lymph Node Syndrome	Angelman Syndrome	Pancreaticobiliary Maljunction	Neoplasms, Squamous Cell	Klinefelter Syndrome	Carcinoma, Renal Cell	Polycystic Ovary Syndrome	Multiple Myeloma	Esophageal Neoplasms	Kidney Failure, Chronic	Colitis, Ulcerative	Hemangioma	Gastrointestinal Stromal Tumors	Pneumoconiosis	Asthma	Lupus Erythematosus, Systemic	Hypertension	Pulmonary Arterial Hypertension	Hepatoblastoma	Leukemia, Promyelocytic, Acute	Vitreoretinopathy, Proliferative	Diabetic Retinopathy	Retinoblastoma	Osteoarthritis	Cardiomyopathy, Dilated	Metabolic Syndrome	Nephrolithiasis	Asthenozoospermia	Intervertebral Disc Degeneration	Cholangiocarcinoma	Head and Neck Neoplasms	Anemia, Aplastic	Exfoliation Syndrome	Congenital Microtia	Astrocytoma	Hirschsprung Disease	Liver Cirrhosis	Neuroectodermal Tumors, Primitive, Peripheral	Acute Kidney Injury	Leukemia, Myeloid	Primary Myelofibrosis	Lymphoma, Mantle-Cell	Lymphoma, B-Cell
Hydatidiform Mole	0.143790849673203	0.0705128205128205	0	0.336538461538462	0	0.0308641975308642	0	0	0	0.167664670658683	0.0705128205128205	0	0.0428571428571429	0.04	0.0497512437810945	0	0	0.128787878787879	0	0	0.0378787878787879	0	0	0	0.2265625	0	0.0633608815426997	0.0717488789237668	0	0.0549828178694158	0	0	0.0220994475138122	0	0	0.0551724137931034	0.0988372093023256	0.172619047619048	0.0516431924882629	0.28030303030303	0.0476190476190476	0.0446927374301676	0	1	0.036144578313253	0.409836065573771	0.0232558139534884	0	0.0873440285204991	0	0.032051282051282	0.0448717948717949	0.143790849673203	0.0994475138121547	0	0.0873440285204991	0	0.0909090909090909	0.0351515151515151	0	0.113636363636364	0	0.082089552238806	0.0388888888888889	0	0	0	0	0	0	0.082089552238806	0.0308641975308642	0.082089552238806	0.0670731707317073	0	0	0	0	0	0.0432432432432432	0	0.111842105263158	0.10625	0.0559440559440559	0	0	0	0	0.128787878787879	0.0106382978723404	0.0549450549450549	0.0553745928338762	0.0752212389380531	0.0473684210526316	0.010989010989011	0	0.128787878787879	0.0647058823529412	0	0	0	0	0	0.128787878787879	0.0592592592592593	0	0	0.101382488479263	0	0	0	0.0194805194805195	0	0	0.0592592592592593	0.0859375	0	0	0	0.107266435986159	0	0	0.107266435986159	0.0145985401459854	0.128787878787879	0	0.0763888888888889	0.0763888888888889
Uterine Cervical Neoplasms	0.0228571428571429	0.050561797752809	0	0.261904761904762	0	0.114130434782609	0	0	0	0.0317460317460317	0.151685393258427	0	0.142241379310345	0.534883720930233	0.0538116591928251	0	0	0.0324675324675325	0	0	0.227272727272727	0	0	0	0.06	0	0.0319410319410319	0.0408163265306122	0	0.0119402985074627	0	0	0.0295566502463054	0	0	0.0119760479041916	0.0257731958762887	0.0473684210526316	0.302127659574468	0.0324675324675325	0.157894736842105	0.0298507462686567	0	0.036144578313253	1	0.0536585365853659	0.0260869565217391	0	0.0107858243451464	0	0.196629213483146	0.0842696629213483	0.0228571428571429	0.0492610837438424	0	0.0107858243451464	0	0.00940438871473354	0.0690032858707558	0	0.0324675324675325	0	0.0192307692307692	0.0742574257425743	0	0	0	0	0	0	0.0192307692307692	0.0489130434782609	0.0192307692307692	0.0161290322580645	0	0	0	0	0	0.00966183574879227	0	0.028735632183908	0.0274725274725275	0.0121212121212121	0	0	0	0	0.0324675324675325	0.0285714285714286	0.0980392156862745	0.0883190883190883	0.0201612903225806	0.0990566037735849	0.028391167192429	0	0.0324675324675325	0.015625	0	0	0	0	0	0.0324675324675325	0.0127388535031847	0	0	0.0418410041841004	0	0	0	0.0511363636363636	0	0	0.0127388535031847	0.18	0	0	0	0.015015015015015	0	0	0.015015015015015	0.0377358490566038	0.0324675324675325	0	0.0180722891566265	0.0180722891566265
Choriocarcinoma	0.239583333333333	0.0769230769230769	0	0.272727272727273	0	0.0447761194029851	0	0	0	0.194174757281553	0.0769230769230769	0	0.0522088353413655	0.0582010582010582	0.175	0	0	0.263157894736842	0	0	0.0350877192982456	0	0	0	0.221556886227545	0	0.251700680272109	0.0916030534351145	0	0.0867208672086721	0	0	0.0363636363636364	0	0	0.0869565217391304	0.118483412322275	0.178743961352657	0.0634920634920635	0.286549707602339	0.0628019323671498	0.330275229357798	0	0.409836065573771	0.0536585365853659	1	0.0395778364116095	0	0.168758716875872	0	0.0307692307692308	0.0564102564102564	0.239583333333333	0.118181818181818	0	0.168758716875872	0	0.138810198300283	0.0458715596330275	0	0.105263157894737	0	0.595375722543353	0.0502283105022831	0	0	0	0	0	0	0.109826589595376	0.0447761194029851	0.109826589595376	0.0935960591133005	0	0	0	0	0	0.0714285714285714	0	0.130890052356021	0.125628140703518	0.0879120879120879	0	0	0	0	0.263157894736842	0.013215859030837	0.339366515837104	0.0701298701298701	0.0943396226415094	0.0567685589519651	0.0142450142450142	0	0.146198830409357	0.0909090909090909	0	0	0	0	0	0.146198830409357	0.0919540229885057	0	0	0.1796875	0	0	0	0.0207253886010363	0	0	0.413793103448276	0.0898203592814371	0	0	0	0.193460490463215	0	0	0.193460490463215	0.0170454545454545	0.146198830409357	0	0.103825136612022	0.103825136612022
Colonic Neoplasms	0.0219435736677116	0.144615384615385	0	0.294117647058824	0	0.0445103857566766	0	0	0	0.031700288184438	0.156923076923077	0	0.0900692840646651	0.0287539936102236	0.180722891566265	0	0	0.0324909747292419	0	0	0	0	0	0	0.0631970260223048	0	0.0265957446808511	0.0413943355119826	0	0.00986842105263158	0	0	0.744	0	0	0.0099009900990099	0.0252100840336134	0.0487106017191977	0.061503416856492	0.0324909747292419	0.0429799426934097	0.0242587601078167	0	0.0232558139534884	0.0260869565217391	0.0395778364116095	1	0.0440097799511002	0.00851788756388416	0	0	0.249230769230769	0.0219435736677116	0.0453333333333333	0	0.00851788756388416	0	0.00694444444444444	0.0669800235017626	0	0	0	0.0177935943060498	0.2171581769437	0	0	0	0	0	0	0.0177935943060498	0.13353115727003	0.0177935943060498	0.0146627565982405	0	0	0	0	0	0.00783289817232376	0	0.028391167192429	0.027027027027027	0.0100334448160535	0	0	0	0.0623229461756374	0.0324909747292419	0	0.0238726790450928	0.028125	0.0193548387096774	0.32824427480916	0	0.245125348189415	0.0324909747292419	0.269121813031161	0	0	0	0	0	0.0324909747292419	0.0106007067137809	0	0	0.0380313199105145	0	0	0	0	0	0	0.0106007067137809	0.189591078066914	0	0	0	0.0132450331125828	0.214084507042254	0.0553846153846154	0.0132450331125828	0	0.0324909747292419	0	0.0166112956810631	0.0166112956810631
Congenital Hyperinsulinism	0	0.0571428571428571	0	0	0	0	0.0418410041841004	0	0	0	0	0.0436363636363636	0	0	0.0392156862745098	0	0	0	0	0.207920792079208	0	0	0	0	0	0	0	0.0433212996389892	0	0	0	0.142857142857143	0.0425531914893617	0	0.0591133004926108	0	0	0	0	0	0	0	0.0571428571428571	0	0	0	0.0440097799511002	1	0	0.136094674556213	0	0.0761904761904762	0	0	0.0618556701030928	0	0.0277777777777778	0	0	0.0592592592592593	0	0.047244094488189	0	0.205128205128205	0	0	0.127272727272727	0.0547945205479452	0	0	0	0.0555555555555556	0	0	0	0	0.0483870967741935	0.0521739130434783	0	0	0.0462962962962963	0	0	0	0.0446096654275093	0	0.0504201680672269	0.133928571428571	0	0.0371900826446281	0	0	0	0.0491803278688525	0	0.0484581497797357	0	0.0535714285714286	0	0	0	0	0	0	0	0	0	0	0	0	0.323943661971831	0	0	0	0	0	0	0	0.0776699029126214	0	0.128888888888889	0.0761904761904762	0	0	0	0	0	0
Glioblastoma	0.678391959798995	0.0574712643678161	0	0.326683291770574	0	0.0173775671406003	0	0	0	0.228177641653905	0.0574712643678161	0	0.0327272727272727	0.011965811965812	0.0671736375158428	0	0	0.251461988304094	0	0	0	0	0	0	0.211267605633803	0	0.105485232067511	0.0832383124287343	0	0.072310405643739	0	0	0.00987306064880113	0	0	0.0371681415929204	0.0846953937592868	0.159817351598174	0.022700119474313	0.243664717348928	0.0167427701674277	0.0641940085592011	0	0.0873440285204991	0.0107858243451464	0.168758716875872	0.00851788756388416	0	1	0	0	0.0311986863711002	0.410385259631491	0.181946403385049	0	0.179487179487179	0	0.117757009345794	0.0246913580246914	0	0	0	0.140115163147793	0.0269503546099291	0	0	0	0	0	0	0.0633397312859885	0.0173775671406003	0.0633397312859885	0.0514820592823713	0	0	0	0	0	0.0289655172413793	0	0.0961214165261383	0.0912	0.0377019748653501	0	0	0	0	0.251461988304094	0	0.0631136044880785	0.0317195325542571	0.0641169853768279	0.036241610738255	0	0	0.111111111111111	0.0496240601503759	0	0	0	0	0	0.111111111111111	0.04	0	0	0.287221570926143	0	0	0	0	0	0	0.0857142857142857	0.0704225352112676	0	0	0	0.772646536412078	0	0	0.261101243339254	0	0.111111111111111	0	0.0588235294117647	0.0588235294117647
Hyperhomocysteinemia	0	0	0	0	0	0	0.0498960498960499	0	0	0	0	0.0650994575045208	0	0	0	0	0	0	0	0.14987714987715	0	0	0	0	0	0	0	0.0646319569120287	0	0	0	0.124050632911392	0	0	0.0880195599022005	0	0	0	0	0	0	0	0.0851063829787234	0	0	0	0	0.136094674556213	0	1	0	0	0	0	0.030690537084399	0	0.0896551724137931	0	0	0.116022099447514	0	0.0704500978473581	0	0	0	0	0.110609480812641	0.0816326530612245	0	0	0	0	0	0	0	0	0.0981963927855711	0.105831533477322	0	0	0.0183908045977011	0	0	0	0.066543438077634	0	0.0751565762004175	0.0266075388026608	0	0.0369609856262834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.212121212121212	0	0	0	0	0	0	0	0.0481927710843374	0	0.0264900662251656	0	0	0	0	0	0	0
Infertility	0	0	0	0	0	0.206896551724138	0	0	0	0	0	0	0.162162162162162	0.216049382716049	0	0	0	0	0	0	0.388888888888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.182222222222222	0	0.166666666666667	0	0	0.032051282051282	0.196629213483146	0.0307692307692308	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0555555555555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0.128865979381443	0.190332326283988	0	0	0.151515151515152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.180722891566265	0.479452054794521	0	0	0	0	0	0	0	0	0	0	0.167785234899329	0	0	0	0
Liver Neoplasms	0.0424242424242424	0.142857142857143	0	0.310344827586207	0	0.103448275862069	0	0	0	0.0502793296089385	0.214285714285714	0	0.135135135135135	0.0925925925925926	0.23943661971831	0	0	0.0555555555555556	0	0	0	0	0	0	0.0857142857142857	0	0.0801033591731266	0.0553191489361702	0	0.0317460317460317	0	0	0.233160621761658	0	0	0.0318471337579618	0.0434782608695652	0.0666666666666667	0.106666666666667	0.0555555555555556	0.1	0.0785340314136126	0	0.0448717948717949	0.0842696629213483	0.0564102564102564	0.249230769230769	0.0761904761904762	0.0311986863711002	0	0	1	0.0424242424242424	0.0984455958549223	0	0.0311986863711002	0	0.0301003344481605	0.11340206185567	0	0	0	0.0410958904109589	0.375	0	0	0	0	0	0	0.0410958904109589	0.310344827586207	0.0410958904109589	0.0340909090909091	0	0	0	0	0	0.0253807106598985	0	0.0487804878048781	0.0465116279069767	0.032258064516129	0	0	0	0.0989010989010989	0.0555555555555556	0	0.077319587628866	0.0483383685800604	0.0336134453781513	0.326732673267327	0	0.0594594594594595	0.0555555555555556	0.230769230769231	0	0	0	0	0	0.0555555555555556	0.0340136054421769	0	0	0.0829694323144105	0	0	0	0	0	0	0.0340136054421769	0.257142857142857	0	0	0	0.0351437699680511	0.092896174863388	0.285714285714286	0.0351437699680511	0	0.0555555555555556	0	0.0384615384615385	0.0384615384615385
Neuroectodermal Tumors, Primitive	0.604938271604938	0.0666666666666667	0	0.309734513274336	0	0.0292397660818713	0	0	0	0.318181818181818	0.0666666666666667	0	0.0410958904109589	0.0251572327044025	0.123809523809524	0	0	0.319148936170213	0	0	0	0	0	0	0.240875912408759	0	0.165354330708661	0.120689655172414	0	0.129449838187702	0	0	0.0210526315789474	0	0	0.0779220779220779	0.116022099447514	0.186440677966102	0.0315315315315315	0.290780141843972	0.0282485875706215	0.127659574468085	0	0.143790849673203	0.0228571428571429	0.239583333333333	0.0219435736677116	0	0.410385259631491	0	0	0.0424242424242424	1	0.221052631578947	0	0.678391959798995	0	0.235494880546075	0.0336817653890825	0	0	0	0.216783216783217	0.037037037037037	0	0	0	0	0	0	0.104895104895105	0.0292397660818713	0.104895104895105	0.0867052023121387	0	0	0	0	0	0.0618556701030928	0	0.130434782608696	0.124260355029586	0.0789473684210526	0	0	0	0	0.319148936170213	0	0.12565445026178	0.0430769230769231	0.0893617021276596	0.0452261306532663	0	0	0.148936170212766	0.0837988826815642	0	0	0	0	0	0.148936170212766	0.0833333333333333	0	0	0.433628318584071	0	0	0	0	0	0	0.166666666666667	0.0802919708029197	0	0	0	0.478827361563518	0	0	0.791530944625407	0	0.148936170212766	0	0.0980392156862745	0.0980392156862745
Meningioma	0.221052631578947	0.0673575129533679	0	0.26241134751773	0	0.0653266331658292	0.0135135135135135	0.0402010050251256	0.0228571428571429	0.235294117647059	0.160621761658031	0.0348837209302326	0.101214574898785	0.053475935828877	0.109243697478992	0	0	0.14792899408284	0	0	0	0.0145631067961165	0	0	0.224242424242424	0	0.102974828375286	0.223076923076923	0	0.249315068493151	0.0218579234972678	0	0.0458715596330275	0	0.0161290322580645	0.0879120879120879	0.119617224880383	0.180487804878049	0.076	0.14792899408284	0.0634146341463415	0.0925925925925926	0	0.0994475138121547	0.0492610837438424	0.118181818181818	0.0453333333333333	0	0.181946403385049	0	0	0.0984455958549223	0.221052631578947	1	0.0564971751412429	0.181946403385049	0	0.186246418338109	0.157245632065776	0.0158102766798419	0	0	0.111111111111111	0.0875576036866359	0	0.0327868852459016	0	0.0148514851485149	0.0174418604651163	0.0420560747663551	0.111111111111111	0.0653266331658292	0.111111111111111	0.0945273631840796	0	0	0.025974025974026	0.0375586854460094	0	0.0720720720720721	0	0.132275132275132	0.126903553299492	0.0888888888888889	0	0	0.0271493212669683	0	0.14792899408284	0	0.091324200913242	0.047244094488189	0.0950570342205323	0.110132158590308	0	0	0.337278106508876	0.0917874396135266	0	0	0	0	0	0.14792899408284	0.0930232558139535	0	0	0.188976377952756	0	0	0	0	0	0	0.0930232558139535	0.187878787878788	0	0	0	0.195592286501377	0	0	0.195592286501377	0	0.14792899408284	0	0.104972375690608	0.104972375690608
Neural Tube Defects	0	0	0	0	0	0	0.149171270718232	0.0886075949367089	0.0746268656716418	0	0	0.105990783410138	0	0	0	0	0	0	0	0	0	0.0545454545454545	0	0	0	0	0	0.127853881278539	0	0.0671378091872792	0.0704225352112676	0	0	0	0.117241379310345	0	0	0	0	0	0	0	0.157894736842105	0	0	0	0	0.0618556701030928	0	0.030690537084399	0	0	0	0.0564971751412429	1	0	0	0	0.0469715698393078	0.160377358490566	0	0.122448979591837	0	0	0	0.0845070422535211	0	0.105590062111801	0.0687022900763359	0.0867052023121387	0	0	0	0	0	0	0.0631578947368421	0.0813953488372093	0	0	0.113924050632911	0	0	0	0.113744075829384	0	0.2	0.144578313253012	0	0.0815217391304348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.243243243243243	0	0.143712574850299	0	0	0	0	0	0	0
Neuroblastoma	0.410385259631491	0.0574712643678161	0	0.326683291770574	0	0.0173775671406003	0	0	0	0.228177641653905	0.0574712643678161	0	0.0327272727272727	0.011965811965812	0.0671736375158428	0	0	0.251461988304094	0	0	0	0	0	0	0.211267605633803	0	0.105485232067511	0.0832383124287343	0	0.072310405643739	0	0	0.00987306064880113	0	0	0.0371681415929204	0.0846953937592868	0.159817351598174	0.022700119474313	0.243664717348928	0.0167427701674277	0.0641940085592011	0	0.0873440285204991	0.0107858243451464	0.168758716875872	0.00851788756388416	0	0.179487179487179	0	0	0.0311986863711002	0.678391959798995	0.181946403385049	0	1	0	0.117757009345794	0.0246913580246914	0	0	0	0.140115163147793	0.0269503546099291	0	0	0	0	0	0	0.0633397312859885	0.0173775671406003	0.0633397312859885	0.0514820592823713	0	0	0	0	0	0.0289655172413793	0	0.0961214165261383	0.0912	0.0377019748653501	0	0	0	0	0.251461988304094	0	0.0631136044880785	0.0317195325542571	0.0641169853768279	0.036241610738255	0	0	0.111111111111111	0.0496240601503759	0	0	0	0	0	0.111111111111111	0.04	0	0	0.287221570926143	0	0	0	0	0	0	0.0857142857142857	0.0704225352112676	0	0	0	0.261101243339254	0	0	0.772646536412078	0	0.111111111111111	0	0.0588235294117647	0.0588235294117647
Obesity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0481927710843374	0	0	0.0684931506849315	0	0	0.0204081632653061	0	0	0	0	0	0.0375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0277777777777778	0	0.0896551724137931	0	0	0	0	0	0	1	0	0	0.384615384615385	0	0	0	0	0	0	0.0326086956521739	0	0	0	0	0	0	0	0	0	0.0283018867924528	0.0309278350515464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0734463276836158	0	0	0	0	0	0	0	0	0	0	0.0344827586206897	0	0	0	0	0	0
Pheochromocytoma	0.235494880546075	0.0568561872909699	0	0.333333333333333	0	0.0160771704180064	0	0	0	0.401869158878505	0.0568561872909699	0	0.0319410319410319	0.0104529616724739	0.0334190231362468	0	0	0.107569721115538	0	0	0	0	0	0	0.209876543209877	0	0.0457142857142857	0.0854503464203233	0	0.0755395683453237	0	0	0.00859598853868195	0	0	0.0324909747292419	0.081570996978852	0.157894736842105	0.0217917675544794	0.250996015936255	0.0154798761609907	0.0260869565217391	0	0.0909090909090909	0.00940438871473354	0.138810198300283	0.00694444444444444	0	0.117757009345794	0	0	0.0301003344481605	0.235494880546075	0.186246418338109	0	0.117757009345794	0	1	0.0237797246558198	0	0	0	0.0588235294117647	0.0259365994236311	0	0	0	0	0	0	0.0588235294117647	0.0160771704180064	0.0588235294117647	0.0476190476190476	0	0	0	0	0	0.0252100840336134	0	0.0927835051546392	0.0879478827361563	0.032967032967033	0	0	0	0	0.107569721115538	0	0.0256410256410256	0.0306122448979592	0.061503416856492	0.0354223433242507	0	0	0.107569721115538	0.0458715596330275	0	0	0	0	0	0.107569721115538	0.0350194552529183	0	0	0.163895486935867	0	0	0	0	0	0	0.0350194552529183	0.0699588477366255	0	0	0	0.159420289855072	0	0	0.159420289855072	0	0.107569721115538	0	0.0545454545454545	0.0545454545454545
Pituitary Neoplasms	0.0336817653890825	0.0561282932416953	0	0.218045112781955	0	0.0836120401337793	0.0101112234580384	0.127090301003344	0.017478152309613	0.0403489640130862	0.168384879725086	0.111209179170344	0.303948576675849	0.0742049469964664	0.0826210826210826	0	0	0.0424710424710425	0	0.114149821640904	0	0.0756756756756757	0	0	0.064388961892247	0	0.0666666666666667	0.0937773882559159	0	0.0541516245487365	0.117647058823529	0.0783353733170135	0.0647482014388489	0	0.0118343195266272	0.0253317249698432	0.0352187833511206	0.0532030401737242	0.278837420526794	0.0424710424710425	0.0814332247557003	0.189637305699482	0	0.0351515151515151	0.0690032858707558	0.0458715596330275	0.0669800235017626	0	0.0246913580246914	0	0	0.11340206185567	0.0336817653890825	0.157245632065776	0.0469715698393078	0.0246913580246914	0	0.0237797246558198	1	0.0125786163522013	0	0	0.0318471337579618	0.30030959752322	0	0.0264105642256903	0.0700985761226725	0.011001100110011	0.0126742712294043	0.114942528735632	0.0318471337579618	0.0836120401337793	0.0318471337579618	0.0276243093922652	0	0	0.064390243902439	0.119622245540399	0	0.0212335692618807	0	0.0385064177362894	0.0371203599550056	0.02557856272838	0	0	0.067005076142132	0	0.0424710424710425	0.0559440559440559	0.0644831115660184	0.0845886442641947	0.028620988725065	0.121902874132805	0	0	0.0424710424710425	0.0269106566200215	0	0	0	0	0	0.0424710424710425	0.026615969581749	0	0.0430570505920344	0.0707251566696508	0	0	0	0	0	0	0.026615969581749	0.193166885676741	0	0	0	0.0278113663845224	0	0	0.0278113663845224	0	0.0424710424710425	0	0.0303030303030303	0.0303030303030303
Prader-Willi Syndrome	0	0	0	0	0	0	0.385214007782101	0.0341880341880342	0.019047619047619	0	0	0.112627986348123	0	0	0	0	0	0	0	0.0272727272727273	0	0.012448132780083	0	0	0	0	0	0.128813559322034	0	0.0160919540229885	0.018348623853211	0.0186915887850467	0	0	0.122171945701357	0	0	0	0	0	0	0	0.456140350877193	0	0	0	0	0.0592592592592593	0	0.116022099447514	0	0	0	0.0158102766798419	0.160377358490566	0	0.384615384615385	0	0.0125786163522013	1	0	0.382352941176471	0	0	0	0.0275229357798165	0.0168067226890756	0.113924050632911	0.0144927536231884	0.036144578313253	0	0	0	0	0	0	0.037593984962406	0.0483870967741935	0	0	0.0769230769230769	0	0	0	0.139372822299652	0	0.4296875	0.0991735537190083	0	0.173076923076923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0476190476190476	0	0	0	0	0	0	0	0.160714285714286	0	0.0987654320987654	0	0	0	0	0	0	0
Pre-Eclampsia	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036231884057971	0	0	0	0	0	0	0.0666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0348258706467662	0	0.0384615384615385	0	0	0.113636363636364	0.0324675324675325	0.105263157894737	0	0	0	0	0.0555555555555556	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0284090909090909	0.0294117647058824	0.0318021201413428	0	0	0.036144578313253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0422535211267606	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0
Silver-Russell Syndrome	0	0	0	0	0	0	0.224066390041494	0	0.0412371134020619	0	0	0.0866425992779783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0860215053763441	0	0	0	0	0	0.113636363636364	0.146341463414634	0	0	0	0	0	0	0	0.490566037735849	0	0	0	0	0.047244094488189	0	0.0704500978473581	0	0	0	0	0.122448979591837	0	0	0	0	0.382352941176471	0	1	0	0	0.0645161290322581	0	0	0.135746606334842	0	0	0	0	0	0	0	0	0	0	0	0	0.0825688073394495	0	0	0	0.14760147601476	0	0.433333333333333	0.106194690265487	0	0.184426229508197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0754716981132075	0	0	0	0	0.0425531914893617	0	0	0	0	0.173076923076923	0	0.105726872246696	0	0	0	0	0	0	0
Adenocarcinoma	0.216783216783217	0.0684931506849315	0	0.361702127659574	0	0.0263157894736842	0	0	0	0.133757961783439	0.0684931506849315	0	0.04	0.0214285714285714	0.246073298429319	0	0	0.344262295081967	0	0	0	0	0	0	0.254237288135593	0	0.352769679300292	0.07981220657277	0	0.0664206642066421	0	0	0.0175438596491228	0	0	0.0666666666666667	0.111111111111111	0.189873417721519	0.0295566502463054	0.147540983606557	0.0253164556962025	0.550295857988166	0	0.082089552238806	0.0192307692307692	0.595375722543353	0.0177935943060498	0	0.140115163147793	0	0	0.0410958904109589	0.216783216783217	0.111111111111111	0	0.140115163147793	0	0.0588235294117647	0.0318471337579618	0	0	0	1	0.0352941176470588	0	0	0	0	0	0	0.0967741935483871	0.0263157894736842	0.0967741935483871	0.0779220779220779	0	0	0	0	0	0.0514285714285714	0	0.126760563380282	0.12	0.0676691729323308	0	0	0	0	0.344262295081967	0	0.540697674418605	0.0418118466898955	0.0833333333333333	0.0444444444444444	0	0	0.147540983606557	0.075	0	0	0	0	0	0.147540983606557	0.072	0	0	0.14975845410628	0	0	0	0	0	0	0.744	0.0847457627118644	0	0	0	0.16728624535316	0	0	0.16728624535316	0	0.147540983606557	0	0.0895522388059701	0.0895522388059701
Pancreatic Neoplasms	0.037037037037037	0.125	0	0.257142857142857	0	0.0909090909090909	0	0	0	0.0443349753694581	0.1875	0	0.333333333333333	0.0806451612903226	0.215189873417722	0	0	0.0476190476190476	0	0.130434782608696	0	0	0	0	0.0731707317073171	0	0.071264367816092	0.0501930501930502	0	0.0275482093663912	0	0.0898876404494382	0.207373271889401	0	0	0.0276243093922652	0.0384615384615385	0.0588235294117647	0.305220883534137	0.0476190476190476	0.0882352941176471	0.209302325581395	0	0.0388888888888889	0.0742574257425743	0.0502283105022831	0.2171581769437	0.205128205128205	0.0269503546099291	0	0	0.375	0.037037037037037	0.0875576036866359	0	0.0269503546099291	0	0.0259365994236311	0.30030959752322	0	0	0	0.0352941176470588	1	0	0	0.0792079207920792	0	0	0	0.0352941176470588	0.272727272727273	0.0352941176470588	0.03	0	0	0	0	0	0.0226244343891403	0	0.0425531914893617	0.0408163265306122	0.0279329608938547	0	0	0	0.087378640776699	0.0476190476190476	0.0625	0.0688073394495413	0.0949868073878628	0.0305343511450382	0.292035398230089	0	0.0526315789473684	0.0476190476190476	0.203883495145631	0	0	0	0	0	0.0476190476190476	0.0292397660818713	0	0.0485436893203883	0.075098814229249	0	0	0	0	0	0	0.0292397660818713	0.219512195121951	0	0	0	0.0304709141274238	0.0821256038647343	0.0833333333333333	0.0304709141274238	0	0.0476190476190476	0	0.0333333333333333	0.0333333333333333
